xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Class
0.24243,3595.2,4543.6,9.1912,26.645,41.977,2706.0,75.661,120.4,0.33807,79.845,47.523,2634.9,24.97,49.514,3100.2,21.543,65.765,230.6,342.5,94.856,77.151,32.041,8.917,26.543,6.8149,19.03,1.6758,33.035,13.742,23.542,1.0393,18.109,2.3137,4.8487,2.1918,0.018168,0.84062,0.085383,54.212,44.745,62.485,52.713,23.74,62.77,22.57,40.323,30.811,45.41,47.876,41.167,21.47,0
0.27059,3688.7,4526.6,9.3405,26.963,42.331,2704.5,74.725,120.38,0.32876,79.695,50.036,2632.9,27.505,49.579,3100.4,22.989,65.677,232.39,342.3,94.727,76.964,32.277,8.8652,26.207,6.9462,18.83,1.6573,33.107,13.93,23.964,1.2049,18.411,2.262,4.8099,2.2215,0.018168,0.84062,0.085383,54.212,44.745,62.88,53.157,26.974,62.576,22.64,38.777,38.207,45.559,47.742,40.251,18.074,0
0.27233,3683.5,4499.3,9.3163,27.012,42.681,2706.8,74.9,120.44,0.32756,79.8,50.601,2635.9,25.516,50.536,3100.6,22.499,65.625,232.66,342.59,94.673,77.04,32.277,8.8652,26.207,6.9462,18.83,1.6573,33.107,13.93,23.964,1.2049,18.411,2.262,4.8099,2.2215,0.018168,0.84062,0.085383,54.212,44.745,62.969,53.484,26.802,60.76,22.955,38.923,39.87,47.775,47.744,42.367,19.242,0
0.25047,3630.6,4467.8,9.4143,26.768,42.507,2706.8,75.397,120.36,0.34956,79.86,51.064,2635.2,26.04,51.544,3100.9,23.491,65.612,232.33,342.58,94.638,77.116,32.695,8.7842,26.472,6.8323,18.677,1.669,33.031,13.893,23.847,1.4206,18.412,2.2843,4.7877,2.278,0.015942,0.83592,0.099036,53.515,44.832,62.731,54.325,24.525,61.991,22.661,41.301,41.232,50.108,47.886,40.67,16.889,0
0.24955,3619.0,4522.7,9.2262,26.761,42.349,2706.9,75.06,120.41,0.34849,79.903,51.727,2635.9,24.8,51.887,3103.6,23.993,65.614,234.32,342.41,94.691,77.462,32.695,8.7842,26.472,6.8323,18.677,1.669,33.031,13.893,23.847,1.4206,18.412,2.2843,4.7877,2.278,0.015942,0.83592,0.099036,53.515,44.832,62.93,53.667,24.615,60.979,22.376,41.431,43.183,50.9,47.772,41.655,15.676,0
0.20806,3647.3,4524.2,9.3999,26.686,41.95,2708.7,74.169,120.36,0.3436,80.238,48.819,2638.4,24.998,51.099,3103.7,23.524,65.694,233.47,342.49,94.585,77.406,32.5,8.9019,26.194,6.9477,18.103,1.6676,33.019,13.684,23.96,1.3239,18.542,2.2867,4.7809,2.3611,0.015942,0.83592,0.099036,53.515,44.832,63.435,54.03,20.131,61.064,22.755,41.17,34.625,49.078,47.905,40.196,16.765,0
0.20908,3692.7,4497.5,9.3754,26.738,41.941,2707.5,74.724,120.42,0.34759,80.138,49.927,2636.7,26.134,49.333,3102.9,22.64,65.77,232.63,342.42,94.579,77.324,32.5,8.9019,26.194,6.9477,18.103,1.6676,33.019,13.684,23.96,1.3239,18.542,2.2867,4.7809,2.3611,0.015942,0.83592,0.099036,53.515,44.832,62.653,54.349,20.03,61.679,22.379,40.683,37.885,44.99,48.035,41.492,18.859,0
0.22208,3611.1,4533.1,9.3408,26.835,42.671,2705.3,75.596,120.39,0.32181,79.819,50.744,2632.9,25.533,50.73,3102.4,23.495,65.756,231.31,341.75,94.633,76.963,32.204,8.7931,26.641,6.8675,18.862,1.6757,32.973,13.748,23.862,1.2991,18.598,2.2574,4.7831,2.2556,0.015942,0.83592,0.099036,53.515,44.832,63.039,55.397,21.622,61.401,22.142,38.192,40.289,48.224,48.209,40.974,16.875,0
0.22113,3660.6,4591.2,9.2776,26.781,42.257,2706.7,75.669,120.41,0.32201,80.007,49.941,2636.6,25.318,49.654,3104.0,22.959,65.738,231.55,342.02,94.765,77.369,32.204,8.7931,26.641,6.8675,18.862,1.6757,32.973,13.748,23.862,1.2991,18.598,2.2574,4.7831,2.2556,0.035616,0.85555,0.11256,54.32,43.701,62.187,54.702,21.716,61.094,22.474,38.167,37.926,45.732,48.132,40.876,18.114,0
0.24675,3646.6,4528.4,9.366,27.292,42.54,2707.2,74.964,120.39,0.32782,79.968,48.675,2635.7,25.713,50.325,3105.5,21.917,65.741,232.01,342.12,94.631,77.213,32.592,8.742,26.593,6.8354,18.735,1.6703,33.33,13.73,23.926,1.3684,18.365,2.2488,4.8986,2.2863,0.035616,0.85555,0.11256,54.32,43.701,63.107,53.639,24.49,61.773,22.373,38.992,34.202,47.286,48.099,41.887,20.6,0
0.24818,3633.2,4506.4,9.496,26.63,42.755,2708.4,75.052,120.4,0.32933,79.971,47.581,2636.9,26.356,49.808,3104.0,24.187,65.752,232.78,342.08,94.608,77.157,32.592,8.742,26.593,6.8354,18.735,1.6703,33.33,13.73,23.926,1.3684,18.365,2.2488,4.8986,2.2863,0.035616,0.85555,0.11256,54.32,43.701,63.337,53.903,24.35,60.931,22.634,38.807,30.982,46.089,48.038,40.521,15.214,0
0.20995,3647.5,4498.0,9.3218,26.966,41.819,2708.6,75.141,120.38,0.32327,80.144,50.651,2637.6,25.884,49.209,3106.0,23.097,65.748,235.58,342.14,94.581,77.436,32.502,8.8394,26.721,6.8501,19.083,1.6617,33.128,13.91,24.027,1.3727,18.314,2.2444,4.8749,2.3551,0.035616,0.85555,0.11256,54.32,43.701,63.401,54.312,20.308,61.448,22.269,38.94,40.014,44.705,47.794,40.805,17.771,0
0.20908,3633.6,4514.2,9.3259,26.691,42.214,2708.4,75.632,120.39,0.32459,80.133,51.229,2637.5,24.129,47.961,3104.5,23.386,65.801,231.15,341.74,94.608,77.247,32.502,8.8394,26.721,6.8501,19.083,1.6617,33.128,13.91,24.027,1.3727,18.314,2.2444,4.8749,2.3551,0.035616,0.85555,0.11256,54.32,43.701,63.64,54.118,20.393,62.031,22.585,38.779,41.716,41.815,48.194,41.12,17.089,0
0.2118,3646.7,4469.3,9.4701,27.3,42.109,2706.6,73.622,120.41,0.34126,80.047,52.539,2635.9,24.515,50.041,3103.5,23.03,65.795,235.06,341.1,94.547,77.594,31.964,8.8602,26.876,6.7582,18.421,1.6429,33.061,13.801,24.297,1.1848,18.153,2.2581,4.8179,2.1595,0.03116,0.82816,0.099155,54.435,43.539,63.323,53.777,21.11,60.446,22.54,41.58,45.573,46.629,48.371,41.473,17.912,0
0.2123,3664.0,4469.6,9.3073,26.579,42.292,2707.8,74.729,120.42,0.34781,80.202,49.823,2637.0,25.315,49.064,3103.4,22.232,65.852,235.91,341.53,94.551,77.131,31.964,8.8602,26.876,6.7582,18.421,1.6429,33.061,13.801,24.297,1.1848,18.153,2.2581,4.8179,2.1595,0.03116,0.82816,0.099155,54.435,43.539,63.025,53.775,21.061,61.996,22.542,40.781,37.578,44.367,48.523,41.241,19.823,0
0.26403,3725.8,4555.5,9.404,26.665,42.067,2707.8,75.777,120.39,0.33287,80.073,49.192,2636.1,25.649,49.104,3104.5,22.956,65.877,235.31,341.99,94.564,77.189,32.287,8.8125,26.427,6.8391,19.121,1.685,33.138,13.739,23.489,1.1437,18.017,2.2592,4.8897,2.2932,0.03116,0.82816,0.099155,54.435,43.539,62.843,54.374,26.117,61.564,22.155,39.735,35.721,44.46,48.805,41.003,18.109,0
0.26459,3692.4,4554.9,9.4047,27.049,42.579,2706.3,75.312,120.41,0.3342,79.966,48.974,2634.7,24.895,47.14,3104.3,22.816,65.877,234.72,341.57,94.541,77.306,32.287,8.8125,26.427,6.8391,19.121,1.685,33.138,13.739,23.489,1.1437,18.017,2.2592,4.8897,2.2932,0.03116,0.82816,0.099155,54.435,43.539,63.417,54.382,26.062,61.248,22.242,39.572,35.082,39.915,49.087,41.39,18.442,0
0.23372,3705.5,4481.6,9.3472,26.702,42.108,2706.7,75.659,120.4,0.32314,80.071,49.399,2635.4,25.624,49.472,3101.8,22.711,65.883,235.31,341.49,94.574,77.126,31.96,8.8852,26.682,6.9986,18.761,1.647,32.703,13.735,24.254,1.3307,18.422,2.2795,4.8489,2.2718,0.03116,0.82816,0.099155,54.435,43.539,62.56,53.541,23.064,62.939,22.36,39.173,36.331,45.311,49.264,41.204,18.698,0
0.23439,3701.0,4475.7,9.3088,26.933,41.914,2702.4,75.804,120.39,0.32446,79.75,51.261,2630.9,25.671,50.321,3100.0,22.915,65.869,234.91,341.37,94.622,76.977,31.96,8.8852,26.682,6.9986,18.761,1.647,32.703,13.735,24.254,1.3307,18.422,2.2795,4.8489,2.2718,-0.003577,0.83293,0.10632,53.258,43.072,62.638,53.613,22.998,60.807,22.172,39.012,41.811,47.277,48.838,40.952,18.256,0
0.26774,3609.6,4540.0,9.3366,27.024,42.846,2705.0,75.867,120.4,0.32882,79.921,49.201,2633.4,23.457,48.892,3102.0,23.597,65.809,234.71,341.21,94.704,77.445,32.102,8.8482,26.314,6.9751,18.695,1.6566,32.945,13.871,24.146,1.36,18.411,2.3071,4.751,2.3013,-0.003577,0.83293,0.10632,53.258,43.072,62.776,53.699,26.086,61.065,22.23,38.244,35.749,43.97,48.787,41.181,16.606,0
0.26662,3634.7,4510.9,9.3591,27.243,42.373,2707.6,74.765,120.38,0.326,80.033,50.173,2636.2,24.393,48.601,3102.9,21.679,65.83,236.57,341.4,94.698,77.227,32.102,8.8482,26.314,6.9751,18.695,1.6566,32.945,13.871,24.146,1.36,18.411,2.3071,4.751,2.3013,-0.003577,0.83293,0.10632,53.258,43.072,62.344,54.047,26.196,61.428,22.774,38.588,38.609,43.296,48.553,40.432,21.173,0
0.25611,3629.8,4493.0,9.36,27.211,42.289,2707.1,75.349,120.39,0.34157,79.941,51.154,2635.9,24.324,50.243,3104.6,22.854,65.8,235.26,341.41,94.707,77.388,32.067,8.8618,26.374,6.8837,18.248,1.64,32.842,13.94,23.802,1.1476,18.702,2.2429,4.848,2.2361,-0.003577,0.83293,0.10632,53.258,43.072,62.535,54.432,24.849,63.254,22.612,40.298,41.495,47.096,48.602,40.844,18.382,0
0.25368,3627.3,4498.7,9.4161,27.059,42.284,2711.1,75.724,120.38,0.33872,80.174,51.713,2640.8,25.696,50.355,3106.7,24.116,65.825,236.43,341.95,94.672,77.525,32.067,8.8618,26.374,6.8837,18.248,1.64,32.842,13.94,23.802,1.1476,18.702,2.2429,4.848,2.2361,-0.003577,0.83293,0.10632,53.258,43.072,62.579,54.364,25.088,61.186,22.701,40.647,43.142,47.355,48.426,40.957,15.359,0
0.25978,3626.3,4605.2,9.3513,27.144,42.134,2711.8,75.14,120.42,0.35044,80.171,49.898,2641.0,24.519,49.148,3108.9,22.388,65.871,236.26,341.85,94.639,77.217,32.164,8.8989,26.656,6.904,18.714,1.6975,33.291,13.929,24.424,1.2847,19.184,2.2517,4.8089,2.3652,0.021111,0.81943,0.084679,53.737,43.922,63.353,54.238,25.361,61.162,22.426,41.195,37.8,44.561,48.48,41.398,19.471,0
0.25997,3638.9,4565.3,9.3473,26.601,42.792,2710.2,75.016,120.4,0.35252,79.911,50.027,2639.1,24.552,50.41,3107.1,22.611,65.851,236.26,342.21,94.641,77.301,32.164,8.8989,26.656,6.904,18.714,1.6975,33.291,13.929,24.424,1.2847,19.184,2.2517,4.8089,2.3652,0.021111,0.81943,0.084679,53.737,43.922,63.136,54.716,25.343,61.183,22.316,40.941,38.179,47.483,48.459,41.645,18.946,0
0.25128,3653.6,4537.2,9.3883,27.312,41.89,2711.8,75.314,120.41,0.34989,80.122,49.912,2640.8,25.021,50.716,3108.7,22.895,65.867,234.34,342.2,94.551,77.666,32.333,8.8576,26.377,6.7361,18.636,1.6422,33.277,13.997,23.9,1.3643,18.776,2.289,4.8097,2.2508,0.021111,0.81943,0.084679,53.737,43.922,62.694,53.956,24.504,61.925,22.675,41.134,37.841,48.192,48.608,41.209,18.232,0
0.24887,3648.8,4529.8,9.4464,26.847,42.086,2712.7,75.363,120.41,0.34984,80.269,49.07,2641.6,25.308,50.893,3108.8,23.502,65.919,232.94,342.02,94.52,77.527,32.333,8.8576,26.377,6.7361,18.636,1.6422,33.277,13.997,23.9,1.3643,18.776,2.289,4.8097,2.2508,0.021111,0.81943,0.084679,53.737,43.922,62.777,54.045,24.741,60.092,22.669,41.141,35.364,48.6,48.708,41.58,16.774,0
0.23585,3694.0,4540.6,9.4058,26.495,42.311,2709.9,75.229,120.39,0.35521,80.113,50.944,2638.8,25.858,50.083,3107.1,22.209,65.927,234.4,341.81,94.573,77.1,31.81,8.7448,26.444,6.868,18.608,1.6807,33.39,13.663,24.21,1.2538,18.621,2.3017,4.7753,2.2918,0.021111,0.81943,0.084679,53.737,43.922,63.53,54.127,22.675,59.881,22.329,42.517,40.878,46.726,48.552,40.866,19.874,0
0.23345,3713.8,4527.8,9.1948,26.669,42.455,2708.2,75.154,120.41,0.35618,80.03,48.943,2636.2,23.306,48.976,3105.3,23.13,65.899,233.9,341.57,94.472,77.468,31.81,8.7448,26.444,6.868,18.608,1.6807,33.39,13.663,24.21,1.2538,18.621,2.3017,4.7753,2.2918,0.011795,0.84089,0.10606,54.761,44.01,63.191,54.28,22.91,61.776,22.028,42.399,34.991,44.165,48.212,42.198,17.66,0
0.28417,3671.6,4501.0,9.2776,26.764,42.34,2708.1,75.287,120.39,0.31908,80.024,50.246,2636.9,24.346,49.38,3105.1,22.345,65.86,232.33,341.81,94.448,76.814,32.885,9.0306,26.614,6.9028,19.041,1.6439,33.208,13.768,23.885,1.1624,18.516,2.2764,4.8683,2.2892,0.011795,0.84089,0.10606,54.761,44.01,62.834,54.695,28.122,62.515,22.291,37.98,38.823,45.099,48.172,41.148,19.572,0
0.28418,3671.7,4527.1,9.3171,26.912,42.268,2707.8,75.617,120.4,0.3218,79.9,50.247,2637.0,25.519,49.808,3104.3,23.574,65.81,233.93,342.09,94.588,77.052,32.885,9.0306,26.614,6.9028,19.041,1.6439,33.208,13.768,23.885,1.1624,18.516,2.2764,4.8683,2.2892,0.011795,0.84089,0.10606,54.761,44.01,62.832,54.382,28.12,59.809,22.466,37.649,38.828,46.09,47.853,40.933,16.657,0
0.18238,3631.7,4512.7,9.2412,27.18,42.286,2704.7,75.878,120.39,0.33142,79.886,49.332,2634.1,24.439,50.652,3101.5,22.428,65.749,232.67,341.86,94.607,77.309,31.939,9.1606,27.046,6.886,18.867,1.6829,32.645,13.808,23.613,1.2086,17.827,2.263,4.7408,2.2912,0.011795,0.84089,0.10606,54.761,44.01,63.213,53.483,17.342,64.367,22.649,39.128,36.135,48.044,47.792,41.506,19.368,0
0.17906,3679.2,4480.0,9.4835,27.103,42.654,2703.8,74.483,120.4,0.3328,79.892,49.616,2632.0,27.18,49.735,3100.7,23.765,65.752,231.97,341.2,94.802,77.015,31.939,9.1606,27.046,6.886,18.867,1.6829,32.645,13.808,23.613,1.2086,17.827,2.263,4.7408,2.2912,0.011795,0.84089,0.10606,54.761,44.01,62.395,53.874,17.668,60.122,22.152,38.96,36.97,45.92,47.681,41.247,16.217,0
0.26985,3668.9,4527.4,9.3057,27.131,42.392,2704.2,74.472,120.38,0.33188,79.861,49.156,2632.2,24.799,50.813,3101.9,23.54,65.724,234.01,340.94,94.707,77.132,31.943,8.9664,26.375,6.8962,19.19,1.6249,32.74,13.87,23.875,1.368,18.518,2.2886,4.8455,2.3165,0.034456,0.84116,0.10163,53.723,43.252,62.707,53.704,26.281,61.937,22.048,40.091,35.616,48.415,47.866,40.485,16.76,0
0.27045,3693.6,4493.0,9.3518,27.332,42.01,2707.2,75.306,120.43,0.33629,80.069,50.128,2636.3,27.227,50.111,3105.4,23.447,65.688,233.57,340.84,94.62,77.442,31.943,8.9664,26.375,6.8962,19.19,1.6249,32.74,13.87,23.875,1.368,18.518,2.2886,4.8455,2.3165,0.034456,0.84116,0.10163,53.723,43.252,62.283,54.115,26.222,61.014,22.399,39.553,38.476,46.791,47.967,41.254,16.956,0
0.2718,3629.7,4456.0,9.3607,27.333,42.26,2709.7,75.047,120.41,0.34322,80.26,48.184,2639.2,23.719,50.265,3105.4,22.955,65.746,234.35,341.94,94.594,78.006,32.294,8.8614,26.098,6.8759,18.817,1.6456,32.881,13.815,23.654,1.2154,18.894,2.2175,4.8355,2.3328,0.034456,0.84116,0.10163,53.723,43.252,63.285,53.722,26.523,62.233,22.956,40.406,32.755,47.148,47.955,41.597,18.065,0
0.27074,3657.4,4480.4,9.4018,26.66,42.312,2709.5,75.923,120.41,0.34193,80.334,49.812,2638.8,25.361,48.163,3107.2,22.407,65.882,232.09,341.46,94.516,77.382,32.294,8.8614,26.098,6.8759,18.817,1.6456,32.881,13.815,23.654,1.2154,18.894,2.2175,4.8355,2.3328,0.034456,0.84116,0.10163,53.723,43.252,62.808,53.43,26.627,58.731,22.211,40.563,37.547,42.283,48.208,41.058,19.381,0
0.23617,3649.1,4495.0,9.266,27.141,42.625,2705.7,74.91,120.4,0.33633,79.986,48.823,2634.2,26.608,52.044,3104.5,23.873,65.889,232.78,341.47,94.748,76.982,31.963,8.9707,26.518,6.9832,18.662,1.6481,32.586,13.788,24.051,1.2751,18.639,2.287,4.8082,2.2619,0.034456,0.84116,0.10163,53.723,43.252,63.125,54.134,23.48,60.277,22.137,39.799,34.637,51.263,48.2,40.59,15.945,0
0.23708,3669.6,4520.1,9.353,27.176,42.023,2705.0,74.691,120.38,0.33528,79.909,50.454,2634.3,26.196,50.034,3101.8,22.702,65.816,232.13,341.68,94.606,76.908,31.963,8.9707,26.518,6.9832,18.662,1.6481,32.586,13.788,24.051,1.2751,18.639,2.287,4.8082,2.2619,0.020514,0.8327,0.1112,54.074,42.854,62.772,53.834,23.391,60.262,22.472,39.928,39.436,46.613,48.333,40.47,18.737,0
0.27014,3622.9,4515.0,9.3304,26.751,42.36,2706.2,74.695,120.39,0.33295,79.851,52.549,2635.5,25.214,49.727,3101.2,24.495,65.776,235.87,342.29,94.688,77.009,32.304,8.7586,26.579,6.911,18.491,1.6411,32.571,13.652,23.479,1.2874,18.65,2.2542,4.9456,2.3156,0.020514,0.8327,0.1112,54.074,42.854,62.59,54.281,26.562,60.975,22.429,39.451,45.602,45.903,48.069,41.695,14.5,0
0.26788,3658.6,4504.5,9.2508,27.061,42.328,2706.4,74.217,120.4,0.33297,79.767,49.936,2634.7,26.516,48.522,3103.3,23.573,65.718,236.01,341.87,94.827,76.944,32.304,8.7586,26.579,6.911,18.491,1.6411,32.571,13.652,23.479,1.2874,18.65,2.2542,4.9456,2.3156,0.020514,0.8327,0.1112,54.074,42.854,61.975,54.407,26.784,62.805,22.273,39.449,37.911,43.114,48.127,40.36,16.703,0
0.2391,3657.4,4568.1,9.3221,27.08,42.275,2708.5,75.464,120.41,0.31792,79.854,50.515,2637.3,24.739,49.467,3104.7,22.253,65.703,233.3,342.28,94.685,77.573,32.335,8.8504,26.47,6.9972,19.087,1.6133,33.105,13.82,23.965,1.186,18.298,2.2795,4.8091,2.2064,0.020514,0.8327,0.1112,54.074,42.854,62.568,54.099,23.244,62.088,22.617,37.484,39.617,45.3,48.437,40.926,19.805,0
0.23892,3599.4,4565.4,9.4214,26.855,42.62,2712.3,75.066,120.39,0.31645,80.293,49.916,2642.0,24.853,47.691,3109.3,22.403,65.759,233.7,341.99,94.591,77.476,32.335,8.8504,26.47,6.9972,19.087,1.6133,33.105,13.82,23.965,1.186,18.298,2.2795,4.8091,2.2064,0.020514,0.8327,0.1112,54.074,42.854,63.566,54.131,23.262,61.148,22.477,37.663,37.852,41.19,48.467,40.925,19.423,0
0.23306,3612.1,4483.4,9.2637,26.583,42.0,2709.8,74.254,120.42,0.33465,79.973,51.095,2638.3,25.294,48.236,3106.8,22.963,65.795,233.04,341.7,94.756,77.56,32.059,8.982,26.863,6.8579,19.025,1.6483,32.656,13.711,24.15,1.2997,18.468,2.3196,4.6782,2.2306,0.001244,0.83833,0.089771,53.937,43.697,62.523,53.647,22.975,63.918,22.243,39.804,41.323,42.452,48.377,40.679,18.094,0
0.23201,3612.2,4481.2,9.4315,27.129,41.9,2710.6,75.114,120.37,0.33873,80.008,50.037,2640.0,23.996,48.745,3106.3,22.613,65.804,233.65,342.31,94.709,77.08,32.059,8.982,26.863,6.8579,19.025,1.6483,32.656,13.711,24.15,1.2997,18.468,2.3196,4.6782,2.2306,0.001244,0.83833,0.089771,53.937,43.697,62.522,53.675,23.078,61.272,22.797,39.307,38.21,43.629,48.292,39.808,18.959,0
0.25773,3656.6,4463.4,9.4307,26.72,42.743,2711.2,74.381,120.42,0.32341,79.831,48.614,2639.4,25.64,49.724,3107.4,22.579,65.751,233.92,342.41,94.662,77.061,32.717,9.0553,26.504,6.7074,19.201,1.6325,32.873,13.878,24.651,1.2043,18.468,2.2604,4.8404,2.3364,0.001244,0.83833,0.089771,53.937,43.697,62.937,53.993,25.792,60.437,22.261,38.183,34.022,45.895,48.244,41.465,19.049,0
0.26124,3669.6,4478.5,9.348,26.598,42.122,2711.5,75.062,120.39,0.32538,79.844,48.665,2641.0,25.898,48.907,3107.0,22.847,65.736,235.45,342.04,94.649,77.454,32.717,9.0553,26.504,6.7074,19.201,1.6325,32.873,13.878,24.651,1.2043,18.468,2.2604,4.8404,2.3364,0.001244,0.83833,0.089771,53.937,43.697,62.713,53.812,25.447,62.275,22.532,37.943,34.173,44.006,48.083,40.61,18.395,0
0.19306,3680.3,4446.7,9.3665,26.833,42.562,2712.2,75.231,120.43,0.34032,80.005,51.333,2641.5,25.437,49.985,3106.8,23.588,65.729,232.53,342.34,94.585,77.513,32.257,9.0048,26.353,6.8912,18.778,1.6631,32.84,13.825,24.182,1.2806,17.841,2.2475,4.8354,2.3126,0.001244,0.83833,0.089771,53.937,43.697,63.942,53.703,19.221,60.27,22.873,40.537,42.023,46.5,48.318,41.567,16.618,0
0.19514,3671.0,4441.3,9.3289,26.979,42.158,2710.9,75.017,120.41,0.33967,80.129,48.847,2640.0,22.655,48.978,3106.0,22.559,65.78,233.62,341.97,94.4,77.15,32.257,9.0048,26.353,6.8912,18.778,1.6631,32.84,13.825,24.182,1.2806,17.841,2.2475,4.8354,2.3126,0.007294,0.83684,0.10946,54.284,43.422,64.103,53.768,19.017,59.505,22.729,40.616,34.708,44.169,48.335,41.506,19.071,0
0.23444,3678.2,4489.3,9.3744,26.693,42.275,2708.9,75.002,120.4,0.33662,79.918,49.933,2638.1,26.761,49.103,3104.5,22.742,65.801,234.71,342.3,94.684,76.849,31.997,8.7665,27.093,6.7019,18.709,1.6744,33.06,13.929,24.214,1.2656,18.179,2.2514,4.7049,2.2193,0.007294,0.83684,0.10946,54.284,43.422,62.444,54.196,23.284,59.289,22.623,39.612,37.901,44.457,48.271,41.535,18.667,0
0.23695,3648.7,4487.2,9.44,27.073,42.342,2707.6,75.961,120.38,0.33381,79.791,48.86,2636.6,25.211,49.2,3102.7,22.315,65.748,234.4,341.76,94.51,77.227,31.997,8.7665,27.093,6.7019,18.709,1.6744,33.06,13.929,24.214,1.2656,18.179,2.2514,4.7049,2.2193,0.007294,0.83684,0.10946,54.284,43.422,62.951,54.221,23.038,60.481,22.647,39.956,34.745,44.683,48.337,41.13,19.675,0
0.26089,3690.8,4517.6,9.4411,26.624,42.433,2708.4,75.711,120.41,0.34707,79.866,49.679,2636.3,26.063,49.904,3105.3,22.863,65.724,236.15,341.59,94.663,77.212,32.16,8.9025,26.155,6.7823,18.746,1.6451,33.106,13.824,24.652,1.2971,18.36,2.2798,4.8562,2.2647,0.007294,0.83684,0.10946,54.284,43.422,63.969,54.031,25.759,61.875,22.352,41.208,37.157,46.311,48.219,40.836,18.373,0
0.26128,3688.8,4536.9,9.3849,27.266,42.278,2710.2,76.028,120.42,0.34862,80.034,48.938,2638.2,24.39,48.812,3106.7,23.71,65.781,234.71,341.72,94.27,77.254,32.16,8.9025,26.155,6.7823,18.746,1.6451,33.106,13.824,24.652,1.2971,18.36,2.2798,4.8562,2.2647,0.007294,0.83684,0.10946,54.284,43.422,64.004,53.8,25.721,59.958,22.332,41.019,34.974,43.784,48.382,42.208,16.355,0
0.24705,3669.7,4544.4,9.3808,26.741,42.428,2708.5,75.26,120.41,0.33974,79.964,49.503,2636.8,24.729,49.626,3104.6,22.841,65.782,234.03,342.0,94.626,77.214,32.045,8.8257,26.289,6.7978,18.935,1.678,32.853,13.916,24.091,1.2366,18.37,2.2517,4.7644,2.3549,0.0080552,0.84197,0.097463,52.897,44.071,63.759,53.629,24.246,62.286,22.266,39.368,36.637,45.669,48.443,41.713,18.424,0
0.2478,3692.1,4484.9,9.4157,27.072,42.382,2705.9,75.051,120.37,0.33712,79.874,48.628,2634.4,26.453,50.932,3104.4,23.07,65.791,234.58,341.9,94.373,76.909,32.045,8.8257,26.289,6.7978,18.935,1.678,32.853,13.916,24.091,1.2366,18.37,2.2517,4.7644,2.3549,0.0080552,0.84197,0.097463,52.897,44.071,63.374,54.341,24.172,58.948,22.204,39.688,34.064,48.691,48.413,41.563,17.908,0
0.26071,3644.9,4527.3,9.2162,26.84,42.082,2707.5,74.842,120.41,0.34709,79.991,49.994,2636.9,23.882,50.295,3103.5,23.536,65.754,232.98,341.86,94.63,77.428,31.985,8.8687,26.352,6.9265,18.856,1.6298,32.622,13.778,24.468,1.3612,18.451,2.2787,4.8085,2.3268,0.0080552,0.84197,0.097463,52.897,44.071,64.135,53.358,25.27,61.899,22.785,41.007,38.082,47.217,48.575,41.715,16.768,0
0.25881,3734.4,4492.9,9.4378,26.78,42.341,2707.9,75.717,120.37,0.34978,80.161,50.608,2636.6,25.159,48.792,3105.9,21.62,65.818,234.4,341.64,94.364,77.282,31.985,8.8687,26.352,6.9265,18.856,1.6298,32.622,13.778,24.468,1.3612,18.451,2.2787,4.8085,2.3268,0.0080552,0.84197,0.097463,52.897,44.071,62.595,53.77,25.457,60.343,22.108,40.678,39.889,43.739,48.467,40.726,21.311,0
0.26549,3639.5,4519.5,9.3468,27.037,42.353,2707.4,75.396,120.41,0.3305,79.982,49.983,2635.9,25.44,48.492,3104.5,23.587,65.829,233.16,341.29,94.71,77.306,32.074,8.8652,26.583,6.9191,18.81,1.6754,33.243,13.84,24.251,1.3097,18.378,2.244,4.8247,2.3261,0.0080552,0.84197,0.097463,52.897,44.071,63.12,53.627,26.292,61.968,22.191,39.376,38.05,43.044,48.593,40.878,16.642,0
0.26546,3687.3,4501.7,9.4209,26.873,42.211,2707.1,74.992,120.38,0.32905,79.863,50.724,2636.2,24.775,49.555,3103.4,22.006,65.825,236.25,341.95,94.564,76.934,32.074,8.8652,26.583,6.9191,18.81,1.6754,33.243,13.84,24.251,1.3097,18.378,2.244,4.8247,2.3261,0.013807,0.84841,0.092102,54.866,43.971,62.296,53.839,26.296,61.195,22.386,39.553,40.23,45.503,48.475,40.76,20.438,0
0.2613,3648.6,4540.6,9.3273,26.865,42.11,2706.9,75.454,120.39,0.33897,79.743,51.945,2636.3,24.803,50.276,3104.3,22.661,65.749,234.83,341.76,94.678,77.107,32.115,8.9268,26.745,6.9796,18.683,1.651,33.009,13.87,24.228,1.1966,19.0,2.292,4.8261,2.4017,0.013807,0.84841,0.092102,54.866,43.971,62.988,53.477,25.327,60.028,22.467,39.989,43.825,47.172,48.685,40.947,18.883,0
